title,uploader,episode_day,url,frame_namefile,words
La Ghigliottina - L'EreditÃ  08/05/2024',Rai,08/05/2024,https://www.youtube.com/watch?v=ROsy41uQnBE,08-05-2024.jpg,"TENERE,SCARPE,PEDALE,CERCHIO,PONTE,47.500"
La Ghigliottina - L'EreditÃ  08/05/2024',Rai,08/05/2024,https://www.youtube.com/watch?v=P1q9PBBuuQY,08-05-2024.jpg,"TENERE,SCARPE,PEDALE,CERCHIO,PONTE,47.500"
La Ghigliottina - L'EreditÃ  07/05/2024',Rai,07/05/2024,https://www.youtube.com/watch?v=rYBfpo9Q8KM,07-05-2024.jpg,"PRENDERE,PEPERONE,PIATTO,RICORDO,AGNESE,90.000"
La Ghigliottina - L'EreditÃ  06/05/2024',Rai,06/05/2024,https://www.youtube.com/watch?v=5nFDIDou1hc,06-05-2024.jpg,"PRIMA,ELETTRICO,MESSA,CAUSA,PUBBLICO,23.750"
La Ghigliottina - L'EreditÃ  05/05/2024',Rai,05/05/2024,https://www.youtube.com/watch?v=3-yMR7EWxBQ,05-05-2024.jpg,"COMUNE,ROSSA,INDUSTRIA,SECONDA,MINORE,190.000"
La Ghigliottina - L'EreditÃ  04/05/2024',Rai,04/05/2024,https://www.youtube.com/watch?v=GzNuXLc3dXQ,04-05-2024.jpg,"ONDA,FORTE,CARICO,PROVARE,FREGATO,23.750"
La Ghigliottina - L'EreditÃ  03/05/2024',Rai,03/05/2024,https://www.youtube.com/watch?v=VkTvYqgYOgg,03-05-2024.jpg,"PIETRA,SALE,RACCOLTA,FILTRO,CORTA,45.U00"
La Ghigliottina - L'EreditÃ  02/05/2024',Rai,02/05/2024,https://www.youtube.com/watch?v=fIwYLTaqMmA,02-05-2024.jpg,"CHIEDERE,SALITA,AVVIAMENTO,LATTINA,AFFRESCO,42.500"
La Ghigliottina - L'EreditÃ  01/05/2024',Rai,01/05/2024,https://www.youtube.com/watch?v=aW5ui8Qo7V0,01-05-2024.jpg,"RIFARE,SBAGLIATO,INFINITO,SERA,Non C'e,100.0u0"
La Ghigliottina - L'EreditÃ  30/04/2024',Rai,30/04/2024,https://www.youtube.com/watch?v=0Qv-pqKH1cI,30-04-2024.jpg,"COLORI,LOCALE,CASA,MEZZO,CARTELLA,45.000"
La Ghigliottina - L'EreditÃ  29/04/2024',Rai,29/04/2024,https://www.youtube.com/watch?v=CKyExv6uhOE,29-04-2024.jpg,"INDUSTRIALE,ACCIAIO,CANE,DANZA,CUCINA,47.500"
La Ghigliottina - L'EreditÃ  28/04/2024',Rai,28/04/2024,https://www.youtube.com/watch?v=2q4cF0QpbCg,28-04-2024.jpg,"Eredita,PRIVATO,APERTO,Eye,AGIRE,GROSSO,SCALETTA,20.000"
La Ghigliottina - L'EreditÃ  27/04/2024',Rai,27/04/2024,https://www.youtube.com/watch?v=M2it3JFdHS4,27-04-2024.jpg,"POSTO,SPAZIO,PROSSIMA,VELOCITA,SEMPLICE,42.500"
La Ghigliottina - L'EreditÃ  26/04/2024',Rai,26/04/2024,https://www.youtube.com/watch?v=vM1riwfeuAQ,26-04-2024.jpg,"METTERE,COMUNE,POCO,VENDITA,GESTIONE,150.000"
La Ghigliottina - L'EreditÃ  25/04/2024',Rai,25/04/2024,https://www.youtube.com/watch?v=TfUVRUk9FFA,25-04-2024.jpg,"ACQUA,SCALA,INVERSIONE,MISURARE,FORNO,37.500"
La Ghigliottina - L'EreditÃ  24/04/2024',Rai,24/04/2024,https://www.youtube.com/watch?v=Op4mY-5xjBo,24-04-2024.jpg,"OCCHI,DITO,ENRICO RUGGERI,SAPONE,STELLE,21.250"
La Ghigliottina - L'EreditÃ  23/04/2024',Rai,23/04/2024,https://www.youtube.com/watch?v=6wbRNFD2DF4,23-04-2024.jpg,"CURA,ETÃ,TRE,VECCHIO,50.000"
La Ghigliottina - L'EreditÃ  22/04/2024',Rai,22/04/2024,https://www.youtube.com/watch?v=98WUboQn0P0,22-04-2024.jpg,"SEDUTO,NOTTE,COLOR,VIENNESE,GELATO,11.875"
La Ghigliottina - L'EreditÃ  21/04/2024',Rai,21/04/2024,https://www.youtube.com/watch?v=QnNQniP-pL8,21-04-2024.jpg,"VUOTo,OSPITE,PENSIERO,APPARECCHIO,MENSILE,40.000"
La Ghigliottina - L'EreditÃ  20/04/2024',Rai,20/04/2024,https://www.youtube.com/watch?v=4-mFst3JDDY,20-04-2024.jpg,"CAMBIO,SORPRESA,Gioco,CHIUSA,RICORDI,45.000"
La Ghigliottina - L'EreditÃ  19/04/2024',Rai,19/04/2024,https://www.youtube.com/watch?v=zgNwtXcXtK8,19-04-2024.jpg,"MUSICA,PESANTE,ROMANZO,LUCI,SINISTRA,95.Uu0"
La Ghigliottina - L'EreditÃ  18/04/2024',Rai,18/04/2024,https://www.youtube.com/watch?v=rtcgLrtRPis,18-04-2024.jpg,"NORD,SPAGHETTI,BRINDISI,FUGA,BACIO,5.Ouo"
La Ghigliottina - L'EreditÃ  17/04/2024',Rai,17/04/2024,https://www.youtube.com/watch?v=JBNpV-8XQhM,17-04-2024.jpg,"TELECAMERE,INTELLIGENTE,BINARI,FERMO,TRE TEMPI,45.000"
La Ghigliottina - L'EreditÃ  16/04/2024',Rai,16/04/2024,https://www.youtube.com/watch?v=-Yw9ZgEozLQ,16-04-2024.jpg,"VIAGGIO,SAPERE,LAVORO,VESTITO,SENSO,105.U0o"
La Ghigliottina - L'EreditÃ  15/04/2024',Rai,15/04/2024,https://www.youtube.com/watch?v=ClFerQRqVlQ,15-04-2024.jpg,"RECENTE,PERSONALE,MARCIA,CONTRATTO,TITOLARE,45.000"
La Ghigliottina - L'EreditÃ  14/04/2024',Rai,14/04/2024,https://www.youtube.com/watch?v=02BNQyR4AEc,14-04-2024.jpg,"SPIAGGIA,DAVANTI,FORZA,LINEA,CARLO,23.750"
La Ghigliottina - L'EreditÃ  13/04/2024',Rai,13/04/2024,https://www.youtube.com/watch?v=eH92Ts-4OJM,13-04-2024.jpg,"VERDE,MEDIO,POLARE,PRIGIONE,AZIONE,23.750"
La Ghigliottina - L'EreditÃ  12/04/2024',Rai,12/04/2024,https://www.youtube.com/watch?v=X8sPGtkerkw,12-04-2024.jpg,"SOTTO,OGGETTO,TESTO,SOMMARIO,STATO,25.000"
La Ghigliottina - L'EreditÃ  11/04/2024',Rai,11/04/2024,https://www.youtube.com/watch?v=7uK1QjUwzSg,11-04-2024.jpg,"PLASTICA,BELLA,TRAFFICO,SMERALDO,FELICE,11.875"
La Ghigliottina - L'EreditÃ  10/04/2024',Rai,10/04/2024,https://www.youtube.com/watch?v=7bKO5TZahDM,10-04-2024.jpg,"FUORI,PRENDERE,DEBOLE,PUNTA,REGISTRO,85.000"
La Ghigliottina - L'EreditÃ  09/04/2024',Rai,09/04/2024,https://www.youtube.com/watch?v=19slsrsQAj4,09-04-2024.jpg,"DISCO,BASSO,CHIARO,TASCA,BAGNO,42.500"
La Ghigliottina - L'EreditÃ  08/04/2024',Rai,08/04/2024,https://www.youtube.com/watch?v=A0N6yOyNLas,08-04-2024.jpg,"SCIENTIFICO,LEGGE,FATTO,DIRITTO,FALSO,85.U00"
La Ghigliottina - L'EreditÃ  07/04/2024',Rai,07/04/2024,https://www.youtube.com/watch?v=Ah5xPsnm-QY,07-04-2024.jpg,"POVERO,ACQUA,PROFESSORE,GABRIELLA CARLUCCI,FARINA,40.000"
La Ghigliottina - L'EreditÃ  06/04/2024',Rai,06/04/2024,https://www.youtube.com/watch?v=YFyBvKJjcIU,06-04-2024.jpg,"SECONDO,CORSA,DIVIETO,COTTURA,NOBILE,47.500"
La Ghigliottina - L'EreditÃ  05/04/2024',Rai,05/04/2024,https://www.youtube.com/watch?v=0EuQWN0ZVec,05-04-2024.jpg,"PARLATO,VERO,OLIO,GRUPPO,SUO PADRE,25.000"
La Ghigliottina - L'EreditÃ  04/04/2024',Rai,04/04/2024,https://www.youtube.com/watch?v=ltXLhSkIsw4,04-04-2024.jpg,"SALUTI,MODI,MAESTRA,WEST,ROSSO,12.500"
La Ghigliottina - L'EreditÃ  03/04/2024',Rai,03/04/2024,https://www.youtube.com/watch?v=aaJKQiQgm-U,03-04-2024.jpg,"BELLEZZA,PRIMO,BOCCA,CERA,ANNI,45.000"
La Ghigliottina - L'EreditÃ  02/04/2024',Rai,02/04/2024,https://www.youtube.com/watch?v=lz6PgMOWTyc,02-04-2024.jpg,"PUBBLICO,ITALIANA,INVERNO,OLTRE,SALOTTO,180.000"
La Ghigliottina - L'EreditÃ  01/04/2024',Rai,01/04/2024,https://www.youtube.com/watch?v=aC5XMKG4CLQ,01-04-2024.jpg,"PARI,MoTIVI,IDEE,FINALE,GALASSIE,50.Uuu"
La Ghigliottina - L'EreditÃ  30/03/2024',Rai,30/03/2024,https://www.youtube.com/watch?v=AWcoczxFRF0,30-03-2024.jpg,"CALORE,TRENO,GHIACCIO,VETRO,CLOWN,95.000"
La Ghigliottina - L'EreditÃ  29/03/2024',Rai,29/03/2024,https://www.youtube.com/watch?v=JnZ_fVCDXkM,29-03-2024.jpg,"TEMPO,ABITO,RETE,TESSUTO,BELLO,47.500"
La Ghigliottina - L'EreditÃ  28/03/2024',Rai,28/03/2024,https://www.youtube.com/watch?v=mAnOB7XokEY,28-03-2024.jpg,"BAMBINI,CORTE,DANZA,MASSIMO,TENDA,21.250"
La Ghigliottina - L'EreditÃ  27/03/2024',Rai,27/03/2024,https://www.youtube.com/watch?v=KhlCR1TyJxo,27-03-2024.jpg,"ENTRARE,MATERIA,BENE,PIENO,PALLA,11.875"
La Ghigliottina - L'EreditÃ  26/03/2024',Rai,26/03/2024,https://www.youtube.com/watch?v=GauNI3t4Tvw,26-03-2024.jpg,"ORO,VAPORE,PORTA,OBBLIGO,METTERE,42.500"
La Ghigliottina - L'EreditÃ  25/03/2024',Rai,25/03/2024,https://www.youtube.com/watch?v=8tdWN17dxJI,25-03-2024.jpg,"ESEMPIO,PATTINI,CENACOLO,DONNA,DOLCI,45.000"
La Ghigliottina - L'EreditÃ  24/03/2024',Rai,24/03/2024,https://www.youtube.com/watch?v=9t3HM4IaAf4,24-03-2024.jpg,"DOMANDE,CAVALLO,CUCINA,CAMBIARE,SPAZZOLE,9.375"
La Ghigliottina - L'EreditÃ  23/03/2024',Rai,23/03/2024,https://www.youtube.com/watch?v=rZSiWPWfplY,23-03-2024.jpg,"PIZZA,ROSSO,CRUDO,ROMANZO,INVESTIRE,47.500"
La Ghigliottina - L'EreditÃ  22/03/2024',Rai,22/03/2024,https://www.youtube.com/watch?v=DF5zVe_-DWk,22-03-2024.jpg,"GRANDE,DEBITO,RAGIONE,PESANTE,CURA,85.000"
La Ghigliottina - L'EreditÃ  21/03/2024',Rai,21/03/2024,https://www.youtube.com/watch?v=yrhvkkeXJdw,21-03-2024.jpg,"VENIRE,ALTO,MANO,CAPELLI,QUATTRO,85.000"
La Ghigliottina - L'EreditÃ  20/03/2024',Rai,20/03/2024,https://www.youtube.com/watch?v=uOz0WNaeZX8,20-03-2024.jpg,"EMOZIONE,VINCERE,ATTESA,BARBA,RESTO,20.000"
La Ghigliottina - L'EreditÃ  19/03/2024',Rai,19/03/2024,https://www.youtube.com/watch?v=soWCecp9T-Y,19-03-2024.jpg,"MILANO,STAGIONE,PIANO,MESSA,PRIMA,50.000"
La Ghigliottina - L'EreditÃ  18/03/2024',Rai,18/03/2024,https://www.youtube.com/watch?v=vBfVfbUfNbM,18-03-2024.jpg,"DECOLLO,PALCO,CUORE,TESTA,MEMORIA,75.000"
La Ghigliottina - L'EreditÃ  17/03/2024',Rai,17/03/2024,https://www.youtube.com/watch?v=RAbKHXMSvTs,17-03-2024.jpg,"COMUNE,PERSONALE,PUBBLICO,NERVI,PROGRAMMA,5.625"
La Ghigliottina - L'EreditÃ  15/03/2024',Rai,15/03/2024,https://www.youtube.com/watch?v=yJmikvHUEVQ,15-03-2024.jpg,"NERO,BASTA,DIVISA,PREZZO,OSCURA,90.000"
La Ghigliottina - L'EreditÃ  14/03/2024',Rai,14/03/2024,https://www.youtube.com/watch?v=m_GFjptHWcE,14-03-2024.jpg,"FIGLIO,PUNTA,SECONDO,BASE,SCALA,28.750"
La Ghigliottina - L'EreditÃ  13/03/2024',Rai,13/03/2024,https://www.youtube.com/watch?v=Xru-XxitUDM,13-03-2024.jpg,"PUNTO,GIORNO,MARE,UNICO,DOCCIA,42.500"
La Ghigliottina - L'EreditÃ  12/03/2024',Rai,12/03/2024,https://www.youtube.com/watch?v=7kHzEq5rA0k,12-03-2024.jpg,"OPERA,VOLO,PURA,FRUTTO,MUSICALE,37.500"
La Ghigliottina - L'EreditÃ  11/03/2024',Rai,11/03/2024,https://www.youtube.com/watch?v=liMYxIhu2j0,11-03-2024.jpg,"TEMPO,ACCORDO,CORPO,EQUILIBRIO,SILENZIO,47.500"
La Ghigliottina - L'EreditÃ  10/03/2024',Rai,10/03/2024,https://www.youtube.com/watch?v=katkzslgfBs,10-03-2024.jpg,"ACQUA,SCHIUMA,ELETTRONICA,GELATO,PACE,23.750"
La Ghigliottina - L'EreditÃ  09/03/2024',Rai,09/03/2024,https://www.youtube.com/watch?v=2ln1xswiNQE,09-03-2024.jpg,"RESISTENZA,PENSIERO,CONSONANTE,AVERE,LATO,95.000"
La Ghigliottina - L'EreditÃ  08/03/2024',Rai,08/03/2024,https://www.youtube.com/watch?v=lhRqmQUex5A,08-03-2024.jpg,"DATA,FAVOLA,ANDARE,INVITI,DIAMANTE,11.250"
La Ghigliottina - L'EreditÃ  07/03/2024',Rai,07/03/2024,https://www.youtube.com/watch?v=6Q_4w3TZLIM,07-03-2024.jpg,"CANTANTE,BUONA,ELETTRICA,STABILE,ANIMALE,20.000"
La Ghigliottina - L'EreditÃ  06/03/2024',Rai,06/03/2024,https://www.youtube.com/watch?v=zI2zArUwXAM,06-03-2024.jpg,"CASA,QUALITA,MASSA,FILO,FRITTA,5.313"
La Ghigliottina - L'EreditÃ  05/03/2024',Rai,05/03/2024,https://www.youtube.com/watch?v=5g8RMrel648,05-03-2024.jpg,"CARICO,MIO,ASPETTARE,ARTE,TEMPI,22.500"
La Ghigliottina - L'EreditÃ  04/03/2024',Rai,04/03/2024,https://www.youtube.com/watch?v=mcpihSqBi_c,04-03-2024.jpg,"MONETA,COLORE,ANTICO,TENERO,CERCHI,90.000"
La Ghigliottina - L'EreditÃ  03/03/2024',Rai,03/03/2024,https://www.youtube.com/watch?v=unI75_cfAC0,03-03-2024.jpg,"MACCHINA,AGIRE,ERRORE,LAVAGNA,SPESE,85.000"
La Ghigliottina - L'EreditÃ  02/03/2024',Rai,02/03/2024,https://www.youtube.com/watch?v=z9O6vViUorY,02-03-2024.jpg,"SPEDIZIONE,FRANCESE,BACIO,oSSO,DAMIGIANA,20.000"
La Ghigliottina - L'EreditÃ  01/03/2024',Rai,01/03/2024,https://www.youtube.com/watch?v=XMyqp8macEY,01-03-2024.jpg,"FERMO,PARLARE,BATTUTA,CAMBIO,CAMPIONATO,95.000"
La Ghigliottina - L'EreditÃ  29/02/2024',Rai,29/02/2024,https://www.youtube.com/watch?v=u0JhelA74t8,29-02-2024.jpg,"CARATTERE,CONto,DIPINTO,CHIARO,CORRERE,200.0u0"
La Ghigliottina - L'EreditÃ  28/02/2024',Rai,28/02/2024,https://www.youtube.com/watch?v=x2uArpGoqxg,28-02-2024.jpg,"TERRA,VENTO,NUOVA,TUA,PIACERE,23.750"
La Ghigliottina - L'EreditÃ  27/02/2024',Rai,27/02/2024,https://www.youtube.com/watch?v=2eBMeD-PmUY,27-02-2024.jpg,"NAVE,FINTA,DECISIONE,ACCENNO,BALENA,10.625"
La Ghigliottina - L'EreditÃ  26/02/2024',Rai,26/02/2024,https://www.youtube.com/watch?v=64rAqJCOF9I,26-02-2024.jpg,"GUIDA,SCORSA,CODA,RISPOSTA,SUCCESSIONE,20.000"
La Ghigliottina - L'EreditÃ  25/02/2024',Rai,25/02/2024,https://www.youtube.com/watch?v=4bQ1kgDX-Vo,25-02-2024.jpg,"SEGRETEZZA,GENERALE,CONCORSO,TESTA,LIBRI,25.000"
La Ghigliottina - L'EreditÃ  24/02/2024',Rai,24/02/2024,https://www.youtube.com/watch?v=FNjV9vaQdMo,24-02-2024.jpg,"AUTORITA,EMOJI,MUOVERE,FRONTE,MEDITERRANEO,10.000"
La Ghigliottina - L'EreditÃ  23/02/2024',Rai,23/02/2024,https://www.youtube.com/watch?v=BuZSWXRDcMc,23-02-2024.jpg,"OGGI,TROVARE,COPPA,ITALIANI,ZIO,45.000"
La Ghigliottina - L'EreditÃ  22/02/2024',Rai,22/02/2024,https://www.youtube.com/watch?v=rs4wU9oHwtU,22-02-2024.jpg,"LAVORI,SCELTE,CORSO,AUDIO,FIRMARE,23.750"
La Ghigliottina - L'EreditÃ  21/02/2024',Rai,21/02/2024,https://www.youtube.com/watch?v=fufk2l_eCNU,21-02-2024.jpg,"PENALITA,MILLE,SU,BASSO,BRUTTI,25.Uu0"
La Ghigliottina - L'EreditÃ  20/02/2024',Rai,20/02/2024,https://www.youtube.com/watch?v=7cnYDu_SYQ0,20-02-2024.jpg,"CULTURA,ORDINE,NON SONO,NOBILTA,ZERO,10.625"
La Ghigliottina - L'EreditÃ  19/02/2024',Rai,19/02/2024,https://www.youtube.com/watch?v=8WPXdNFJBYg,19-02-2024.jpg,"METRO,CHIAVE,MENTALE,ALTARE,STELLE,40.000"
La Ghigliottina - L'EreditÃ  18/02/2024',Rai,18/02/2024,https://www.youtube.com/watch?v=SjsUWg5npJk,18-02-2024.jpg,"COSA,FATTO,RUMORE,SCOMMESSA,BUONO,42.500"
La Ghigliottina - L'EreditÃ  17/02/2024',Rai,17/02/2024,https://www.youtube.com/watch?v=UC67ppygyDs,17-02-2024.jpg,"REGALO,RICHIESTA,PRIMA,VITA,INSEGNA,10.000"
La Ghigliottina - L'EreditÃ  16/02/2024',Rai,16/02/2024,https://www.youtube.com/watch?v=-MLIWD0SXfA,16-02-2024.jpg,"VENDERE,IMPERMEABILE,METRO,TENDE,BAMBOLA,10.625"
La Ghigliottina - L'EreditÃ  15/02/2024',Rai,15/02/2024,https://www.youtube.com/watch?v=hkfmdR3dBGA,15-02-2024.jpg,"CiTta,SCALA,VALENTINO,PIANTA,BUGIE,23.750"
